[Spectrum]																																																																																																																																				
IDData	00E5_2023-03-10_14-52-09_546_301	00E5_2023-03-10_14-52-12_546_313	00E5_2023-03-10_14-52-14_546_323	00E5_2023-03-10_14-52-16_546_335	00E5_2023-03-10_14-52-18_546_343	00E5_2023-03-10_14-52-20_546_353	00E5_2023-03-10_14-52-22_546_365	00E5_2023-03-10_14-52-24_546_373	00E5_2023-03-10_14-52-26_546_383	00E5_2023-03-10_14-52-28_546_395	00E5_2023-03-10_14-52-30_546_403	00E5_2023-03-10_14-53-31_855_418	00E5_2023-03-10_14-53-34_855_430	00E5_2023-03-10_14-53-36_855_440	00E5_2023-03-10_14-53-38_855_452	00E5_2023-03-10_14-53-40_855_460	00E5_2023-03-10_14-53-42_855_470	00E5_2023-03-10_14-53-44_855_482	00E5_2023-03-10_14-53-47_855_499	00E5_2023-03-10_14-53-50_855_511	00E5_2023-03-10_14-53-52_855_521	00E5_2023-03-10_14-53-54_855_533	00E5_2023-03-10_14-53-57_855_550	00E5_2023-03-10_14-54-00_855_560	00E5_2023-03-10_14-54-02_855_572	00E5_2023-03-10_14-54-04_855_580	00E5_2023-03-10_14-54-06_855_590	00E5_2023-03-10_14-54-08_855_602	00E5_2023-03-10_14-54-11_855_619	00E5_2023-03-10_14-54-42_415_631	00E5_2023-03-10_14-54-45_414_643	00E5_2023-03-10_14-54-48_414_655	00E5_2023-03-10_14-54-50_414_665	00E5_2023-03-10_14-54-52_414_677	00E5_2023-03-10_14-54-54_414_685	00E5_2023-03-10_14-54-56_414_695	00E5_2023-03-10_14-54-58_414_707	00E5_2023-03-10_14-55-01_414_724	00E5_2023-03-10_14-55-04_414_736	00E5_2023-03-10_14-55-06_414_746	00E5_2023-03-10_14-55-08_414_758	00E5_2023-03-10_14-55-11_414_775	00E5_2023-03-10_14-55-14_414_787	00E5_2023-03-10_14-55-16_414_797	00E5_2023-03-10_14-55-55_677_814	00E5_2023-03-10_14-55-58_677_826	00E5_2023-03-10_14-56-00_677_836	00E5_2023-03-10_14-56-02_677_848	00E5_2023-03-10_14-56-04_677_856	00E5_2023-03-10_14-56-06_677_866	00E5_2023-03-10_14-56-08_677_878	00E5_2023-03-10_14-56-10_677_886	00E5_2023-03-10_14-56-12_677_896	00E5_2023-03-10_14-56-45_927_913	00E5_2023-03-10_14-56-48_927_925	00E5_2023-03-10_14-56-50_927_935	00E5_2023-03-10_14-56-52_927_947	00E5_2023-03-10_14-56-54_927_955	00E5_2023-03-10_14-56-56_927_965	00E5_2023-03-10_14-56-58_927_977	00E5_2023-03-10_14-57-00_927_985	00E5_2023-03-10_14-57-02_927_995	00E5_2023-03-10_14-57-04_927_007	00E5_2023-03-10_14-57-06_927_015	00E5_2023-03-10_14-57-08_927_025	00E5_2023-03-10_14-57-10_927_037	00E5_2023-03-10_14-58-30_167_049	00E5_2023-03-10_14-58-34_167_060	00E5_2023-03-10_14-58-37_167_072	00E5_2023-03-10_14-58-39_167_082	00E5_2023-03-10_14-58-42_167_099	00E5_2023-03-10_14-58-45_167_111	00E5_2023-03-10_14-58-47_167_121	00E5_2023-03-10_14-59-29_346_132	00E5_2023-03-10_14-59-32_345_144	00E5_2023-03-10_14-59-34_345_154	00E5_2023-03-10_14-59-36_345_162	00E5_2023-03-10_14-59-39_345_174	00E5_2023-03-10_14-59-41_345_184	00E5_2023-03-10_14-59-43_345_192	00E5_2023-03-10_14-59-46_345_204	00E5_2023-03-10_14-59-48_345_214	00E5_2023-03-10_14-59-50_345_222	00E5_2023-03-10_14-59-53_345_234	00E5_2023-03-10_14-59-55_345_244	00E5_2023-03-10_14-59-57_345_252	00E5_2023-03-10_15-00-00_345_262	00E5_2023-03-10_15-00-36_756_270	00E5_2023-03-10_15-00-39_756_282	00E5_2023-03-10_15-00-42_756_294	00E5_2023-03-10_15-00-44_756_304	00E5_2023-03-10_15-00-47_756_321	00E5_2023-03-10_15-00-50_756_333	00E5_2023-03-10_15-00-52_756_343	00E5_2023-03-10_15-01-24_316_358	00E5_2023-03-10_15-01-52_397_370	00E5_2023-03-10_15-01-55_397_384	00E5_2023-03-10_15-01-58_397_396	00E5_2023-03-10_15-02-01_397_411	00E5_2023-03-10_15-02-04_397_423	00E5_2023-03-10_15-02-06_397_433	00E5_2023-03-10_15-02-09_397_450	00E5_2023-03-10_15-02-12_397_462	00E5_2023-03-10_15-02-15_397_477	00E5_2023-03-10_15-02-18_397_489	00E5_2023-03-10_15-02-20_397_499	00E5_2023-03-10_15-02-50_207_516	00E5_2023-03-10_15-02-53_207_528	00E5_2023-03-10_15-02-56_207_540	00E5_2023-03-10_15-02-58_207_550	00E5_2023-03-10_15-03-01_207_567	00E5_2023-03-10_15-03-04_207_579	00E5_2023-03-10_15-03-06_207_589	00E5_2023-03-10_15-03-09_207_612	00E5_2023-03-10_15-03-13_207_624	00E5_2023-03-10_15-06-33_766_646	00E5_2023-03-10_15-06-38_766_681	00E5_2023-03-10_15-06-46_766_703	00E5_2023-03-10_15-07-16_888_738	00E5_2023-03-10_15-07-25_888_757	00E5_2023-03-10_15-07-30_888_780	00E5_2023-03-10_15-07-56_767_801	00E5_2023-03-10_15-08-01_766_820	00E5_2023-03-10_15-08-06_766_837	00E5_2023-03-10_15-08-11_766_856	00E5_2023-03-10_15-08-41_157_873	00E5_2023-03-10_15-08-46_157_892	00E5_2023-03-10_15-08-51_157_916	00E5_2023-03-10_15-08-56_157_937	00E5_2023-03-10_15-09-22_937_972	00E5_2023-03-10_15-09-31_937_000	00E5_2023-03-10_15-09-38_937_026
656.89951395416	57.088389836188	57.0684620631503	57.0040800271824	56.3684351641339	56.5893438960133	56.5118470008667	56.4215758922344	56.7153828024055	56.9436154166834	56.9614993155634	56.7530241514767	45.833967109593	55.1802629871173	36.1531496918532	58.345031797488	59.1981789354863	59.7668869198697	59.7324817048815	59.6694622516854	59.5471704479156	59.6812145280922	59.6326725168466	59.1578124208715	58.965858572893	59.0888316680487	59.1561091924067	59.047783862048	58.9542766193326	58.7877008754791	57.1650351171022	56.2652195191695	56.112610248727	56.435372042799	56.080419230743	56.1425870697067	55.7264883557658	55.1869055781299	55.1344461414153	56.0211468801693	56.0141636434638	56.1926619865707	55.5377706418704	55.3660852126226	55.6820340928356	46.1545147066608	45.5435666563514	45.6149319290248	45.9308808092378	45.7343282444045	45.5588957125342	45.673693311059	45.0797775453972	45.8181270848707	52.211706095887	52.0236696733775	52.158054399247	51.7474060163934	51.8826423564954	52.0415535722575	52.0344000127055	51.867483623159	52.903727821119	51.821326131764	51.5813412410793	51.5469360260911	51.2405252252808	2.7318628951337	2.89179604797467	2.8739334394505	2.75685777285405	2.83575983148406	2.86535342605927	2.88615410368515	2.25251053408279	2.27069249794411	2.32319451537033	2.34431454833336	2.43403210771459	2.40754690508758	2.43198823355688	2.44124953833402	2.44493276988906	2.43818372709745	2.42870951876222	2.38372299693674	2.41553078851614	2.44114308655497	2.59004783508662	2.5828304044672	2.54035614462724	2.53535291101201	2.53716259125582	2.49511413853205	2.45410891324295	2.75223776564339	2.4562379488239	2.59818075100585	2.69166670336536	2.72025965121752	2.6446788880938	2.73922935824379	2.77934038858889	2.51240190744937	2.35429972520801	2.58170201560929	2.53920646541353	2.98291877083933	2.8161088330719	2.58887686551709	2.40773851828986	2.59596655400166	2.40358689890701	2.3869804213756	2.76543685252822	2.86023216177002	1.52830171288017	1.41591767501598	1.53299334161242	1.5440565761792	1.50444054660667	1.56403225251746	1.71097828831464	1.69064599851656	1.64638867137756	1.53950044003597	1.46587306705776	1.46918371738614	1.46226435174805	1.60203553763742	1.24608716801806	1.24372393852321	1.18973958007374
660.24513594944	58.6999773290676	58.6415557373453	58.5405021732852	57.980497005785	58.1890954218745	58.1061121999987	58.0478660484918	58.3094474096267	58.6203274712841	58.5598005969772	58.3576934688568	47.2463628678367	56.8103107691853	37.2680833398697	60.0385861724343	60.9489454500529	61.4968452426917	61.4961434818301	61.371230048478	61.2768432126023	61.418072585985	61.396493439493	60.8757868802385	60.7349083872865	60.8047335930086	60.8550849348233	60.7371891100865	60.6629778989798	60.5103449115972	58.8547155990348	57.9468124844316	57.7738284320647	58.0589187820609	57.6838276015736	57.8078638338488	57.3697896160393	56.9434698926604	56.7031167975867	57.6796170364044	57.6787398353275	57.865759104925	57.2101390200415	57.0459269784437	57.3303155675783	47.4818036368797	46.8714471275648	46.9291669584256	47.2893457206054	47.0553084732854	46.2114410372968	46.3170560469569	46.3968813449558	47.2458365471906	53.7430894836572	53.5683510291365	53.6909837396887	53.3122083146784	53.4199286069231	53.5394033935984	53.5920354582131	53.4643149814148	53.5432630783369	53.4041389875387	53.134838256927	53.0678200946509	52.7711506904395	2.76546209365316	2.9223056462049	2.89719576537832	2.7675235161839	2.85984892952882	2.88598952162078	2.90820463889355	2.24881258937933	2.27543564206358	2.32951508845517	2.34613804886264	2.43381429649992	2.35876974437016	2.43881434263832	2.44638020192668	2.44741091319205	2.43848539223447	2.42241068250007	2.38120416191216	2.41080969825792	2.44113892549213	2.55899089017516	2.55274083250217	2.50385880249129	2.50067894858749	2.50806936766046	2.46120490012648	2.41936240875781	2.74223819514194	2.45866101700343	2.60328954455918	2.6987948118079	2.73732586911123	2.65592160917386	2.75054967534567	2.80094487721423	2.51809138996417	2.35208108615871	2.58552622275173	2.53741174368315	3.01774512337285	2.84631810291746	2.60791678023989	2.4229150731193	2.61916688405128	2.41587553447708	2.40034907541575	2.75125870647151	2.89903419289068	1.59081851946443	1.47633189022676	1.59396455464056	1.60398750063156	1.56160224109655	1.62387255254379	1.78125339075514	1.75744834653046	1.71215735842819	1.60008395583931	1.52523129144512	1.5280492999047	1.51904702385289	1.66893875787011	1.29508295896332	1.29348754950469	1.23783188242803
663.59034374448	59.9854780234296	59.9418365030611	59.8254591154119	59.245727313974	59.4528000423067	59.3452227966248	59.2662011136531	59.5501403881491	59.8974766037566	59.7837931371177	59.6512522234061	48.2638685177156	58.0866229005664	38.1805900197484	61.3945783066023	62.2521431615793	62.9003005566813	62.8737205360453	62.7135220332936	62.6492271185121	62.7614738272787	62.7329182645685	62.1740194522777	62.0265721756419	62.1497741631841	62.1754562101499	62.0418377280341	62.1242717109523	61.8775085463998	60.1632768101159	59.2694338188655	59.0083030755909	59.3777294434836	58.9743596708598	59.1465910207914	58.8630109357634	58.1970736619927	57.9607269920137	58.928024229481	58.9206608453859	59.1379704735581	58.4862211837756	58.3019569866643	58.5963127557339	48.5598406393914	47.8833072763133	48.1686833086815	48.3822214474392	48.0941514940605	47.1430177826556	47.2382029916897	47.3910381103464	48.3150530169132	54.9209065238795	54.7937534521887	54.8514033618112	54.5477086665723	54.5739294977401	54.7544222054369	55.2285523032671	54.6775556592735	54.6969518905484	54.6062565498649	54.3693710956839	53.4828914885286	54.6015870867802	2.7783656978486	2.9336702440981	2.90311668997183	2.76431240991102	2.8580159623894	2.88800828297184	2.91196173062264	2.23372221757119	2.26461251182376	2.31391126631406	2.33294830812088	2.4235089527538	2.38830838488458	2.43186010788603	2.43839286633625	2.43055804606434	2.4238456928801	2.40698623722335	2.36197530700793	2.3934941828296	2.42130891726197	2.50962462771955	2.49595297859178	2.45480333515793	2.44831547539122	2.45911360877457	2.41194754175083	2.30446009343592	2.72347705726172	2.43843776501976	2.59376476061101	2.6878948505827	2.73420784261981	2.64885544527367	2.74774479569707	2.79690885413685	2.50291227453531	2.32771761149236	2.56992355966898	2.51905335125595	3.03258204386325	2.85871189198375	2.60779559920684	2.42366609814607	2.62658569825437	2.41524759498857	2.39975754917878	2.76366985949469	2.91918767449084	1.6422452941318	1.52475597802168	1.64214358604982	1.65148319826329	1.60597277019386	1.67214220501179	1.83405808240764	1.8097903439723	1.76312377480257	1.64869947988588	1.5704579115401	1.57445389437219	1.56624865996135	1.72059910918634	1.33446693881734	1.33338937041318	1.27439530645316
666.93512582	60.2675980123206	60.2857576743009	60.1107645679452	59.5516670960665	59.8093875514437	59.6532878307846	59.5626729518122	59.8361684670914	60.2305449646436	60.1309419701455	59.9625523772372	48.4210783186394	58.4569513112332	38.4521958121138	60.927582495201	62.5991885520351	63.3041136125436	63.2373447543533	62.7699627470217	63.0212631198806	63.5189112305127	63.0737243656015	62.6019400159716	62.4051186290536	62.51114170607	62.5307688154831	62.212699584434	62.4124558662174	62.2099481204976	60.4624016590185	59.5692764652596	59.3553960019359	59.7756362604904	59.3339345832319	59.4273009261408	59.0452143008378	58.5499507922839	58.3151592030435	59.3064199438678	59.2955975190512	59.4713243491233	58.8419728314016	58.6273586443616	59.0171493686865	48.8191234347735	48.1677602055605	48.4856460056805	48.6443137593468	48.3533923058037	47.4281666994533	47.4659534708466	47.6748812990848	48.5988228889315	55.2929512152899	55.1003487397411	55.1757388515988	54.8886694475666	54.9154503632143	55.1097037171249	55.2868979946298	55.0014794689595	54.9882724420647	54.9154503632143	54.6669014542919	54.4515535435355	54.4187194072276	2.75324097253283	2.91227558805738	2.8740531682074	2.72856951256968	2.82798907613866	2.8561457237546	2.87978538474159	2.19696375118898	2.22892659058362	2.27680206307717	2.29830933951344	2.38048639574758	2.35856639972084	2.39520672780738	2.39610095358671	2.39057509684775	2.38784656177748	2.36195987190908	2.3147493365335	2.34611602540858	2.37617576891387	2.44285291163956	2.42765107339089	2.38397158340037	2.37775786067731	2.38424672979401	2.33731134081207	2.27540340224282	2.66705136472476	2.35528757186328	2.54777540308136	2.64680517592601	2.69163110922337	2.61188451279973	2.71082257017983	2.76103678701933	2.46241123445421	2.28512524148481	2.53663197413889	2.48013524797792	3.00752209798946	2.83282706689352	2.57696384967345	2.39220304634346	2.59986978694407	2.38773191744679	2.36613292554597	2.74127687902806	2.90197383734752	1.66149590557562	1.54617923310373	1.66137958879133	1.66773255716482	1.62248817206046	1.68759468745579	1.85369139375045	1.82911164925185	1.78330550692714	1.66602435663763	1.5861115259345	1.59153420277584	1.58366960169094	1.73976932234998	1.34883334837293	1.34752640300313	1.28747856869923
670.27947065672	60.0806770345196	60.1429715646849	59.9106298035279	59.367376603528	59.5864363477428	59.471013749809	59.405539018404	59.6743595584866	59.9654415072469	59.9884511985692	59.7426403498089	48.3257178993983	58.2442043539415	38.3993131266111	61.3901716626185	62.4282267613785	63.1100993212958	61.9375404171638	62.7269786072463	62.7677600113785	63.0597773134445	62.6899386163372	63.3502980502213	62.1764296514613	62.2407819588993	62.3820203080728	62.1148834039406	62.1906470217092	62.000957371296	60.2793460766683	59.4021717465032	59.1806800836933	59.531811714685	59.2126691667512	59.2102372481561	58.8273036047678	58.3962928014621	58.1703114427845	59.1509358485694	59.1264295919578	59.2686032944371	58.6705383907182	58.4179929981563	58.852558144024	48.8697193820428	48.0269660535306	48.2232031770842	48.5197101750181	48.1893433874148	47.2895335072497	47.2640918973324	47.5108380993984	48.4531130196462	54.2530517981573	54.972525560967	55.0123716117934	54.7128714832811	54.7435510717109	54.9450261737769	55.0078819159257	54.8380217555951	54.7908799489836	54.7469183436117	54.5001721415456	54.3512638952647	54.1729855551821	2.73244500906231	2.88579618354575	2.84597351655195	2.69213128158298	2.79520721588048	2.8281316522441	2.85392401965112	2.16639257223392	2.19141327316367	2.24402689661407	2.25922638783308	2.34429677099421	2.32615091686199	2.35004919382479	2.35769570709958	2.35584838432066	2.35096116329793	2.32161445332893	2.27346714191365	2.30840258788472	2.3361124295686	2.37927898463057	2.36714277548801	2.32301748328761	2.31162955678968	2.32161445332893	2.27458956588059	2.22197594243019	2.61255609909333	2.3354342984219	2.41094069403139	2.61169089728548	2.65277629124208	2.56681732244044	2.67024401422761	2.72398006164496	2.42027084325659	2.24746432001283	2.50185703535368	2.44676472564295	2.9812489884011	2.8014039315313	2.54509374191359	2.36298045327727	2.57013782667598	2.35589515198595	2.22527306283308	2.7182901215029	2.8775457137291	1.66482708858345	1.55236355125587	1.66406227384107	1.66655749219915	1.62073102617385	1.68702419172136	1.85410167596719	1.82871852563145	1.78231915570636	1.66586766913614	1.58731552932469	1.59274057849824	1.58219446997551	1.7406550118918	1.34931296346536	1.34855883486257	1.28721427289849
673.62336673536	59.7354332865377	59.7885940686031	59.5279347500888	59.005472870435	59.2011578997583	59.1247511843166	59.0512025754375	59.2941416332634	59.6489279279079	59.6209184835939	59.3842672602059	48.1088463300858	57.8751869951229	38.230907273963	61.0897947163622	62.0442117678521	62.7524505740786	62.504748005315	62.4411074991865	62.4003318455592	62.6531790061356	62.3999507646842	62.1328130712945	61.8494794407164	61.9356037184712	62.0005780076622	61.7627835416492	61.7885065007131	62.8951653617739	59.9343575032986	59.0374836639368	58.8530405204267	59.1832470986323	58.8513256564891	58.841989175051	58.4725312667182	58.0060882756926	57.8307910731829	58.7747284006098	58.787494609923	58.9254458866806	58.2476935504559	58.0521990615701	58.4913947700318	48.3611218693497	47.7565370611289	47.9049680619496	48.2035449275285	47.9630828953903	47.0054266564626	46.9623645175852	47.2342657219127	48.5198420537959	54.595414444255	54.6422873918826	54.4462212816843	54.3469497137413	54.4262145357457	54.6897319608227	54.6817292624473	54.4881401779366	54.4572726270599	54.3919172569938	54.168032242919	54.023221510411	53.8999418473418	2.72128726472397	2.8736243445136	2.83392048084735	2.67893965248727	2.78006898969595	2.81446153866659	2.84416202936354	2.15331003805992	2.17622252567056	2.22638229584519	2.23929141048653	2.331941698226	2.31131569586549	2.33565723675745	2.33830098532791	2.3342758185855	2.33101281359313	2.30798123820905	2.25208143735442	2.29109459193469	2.31374508644374	2.34570824483613	2.33677666182782	2.28711706030166	2.28109121896539	2.29126131481751	2.24550779226031	2.19749160200766	2.58717061427128	2.32205741303014	2.47699060628085	2.59572111640456	2.62985167227363	2.54787164903475	2.65150182948576	2.71137916197342	2.40803878545674	2.22988347638445	2.48342134604683	2.31584103125636	2.96313071503414	2.79195394948567	2.53517689238561	2.34154017276559	2.55639833361334	2.34332648936725	2.30074070158365	2.70614658810382	2.86385452647577	1.6657934889889	1.55460007977033	1.66172548637193	1.66005345830889	1.6132698265114	1.68089977305027	1.84850390539543	1.82425763472222	1.77742636781535	1.66095852538707	1.58341452170898	1.59097659532267	1.57509028634524	1.73906224160035	1.34805126831464	1.34546110924223	1.28474718514612
676.96680253664	59.3015751949363	59.3277196078744	58.26799940345	58.5770844630738	58.7515742116458	58.6146549527774	58.6096197325079	58.8356236576839	59.2031947373618	59.1503249245314	58.9097963255009	47.80519900794	57.3759907664656	37.981805716099	60.643267734456	61.5749771466427	62.2320733918203	62.0570026562941	61.9853475986119	61.943903862547	62.0928301851352	61.947002459636	61.5813680031387	61.3491668837847	61.485505155699	61.4957692585561	61.3028815897684	61.308110472356	61.3906106198496	59.4688994377401	58.6270493411333	58.4047250000004	58.6880529713222	58.409953882588	58.400464429003	58.0319250377348	57.5299523093233	57.3273815246325	58.2623831962263	58.3311333191376	57.5510615019918	57.8103753458742	57.6848821637713	58.4240912318064	47.9709739521994	47.2972227476686	47.5038604410386	47.7898996848132	47.5873289001225	46.5791228723021	46.598101779472	46.8430846118179	47.9789141072398	54.2969535716295	54.2156153980443	54.1104567593377	54.337235333786	53.985544564189	54.20806256764	54.224330202357	54.0868299565344	53.9857382265071	54.2156153980443	53.7579913404685	53.5968642918426	53.3913885723809	2.73548071194096	2.88508485264232	2.84124454539148	2.67936705528308	2.79173961533739	2.82669566374723	2.85426833628102	2.15558310830002	2.18540710528127	2.23377426921675	2.24820211191222	2.33714153148128	2.31312740404184	2.34440386840853	2.34926963414979	2.34256407638696	2.34273353091527	2.31278849498524	2.2598944743651	2.29431795140026	2.31995400075346	2.34198308943278	2.33726257043007	2.28722506900132	2.2802290177614	2.2949231461442	2.24798424180441	2.19700263657511	2.59437350544449	2.33450288239771	2.49023159390772	2.59609225851727	2.63426794296485	2.55094473061953	2.65540134342315	2.71713120730478	2.41143523824705	2.23689707409547	2.49110307433899	2.40748936851658	2.97170032439466	2.80033338070131	2.54152790040386	2.35125467290991	2.56919740409669	2.34479119304465	2.31675857250547	2.71337076607172	2.87257329541193	1.66176210625324	1.55485542225523	1.65616502239037	1.65135275665751	1.60369367057243	1.67254062464277	1.8403853349264	1.81552393484545	1.76868791361212	1.65379774342302	1.57770660826775	1.58561045162358	1.57022640123269	1.73427048852439	1.34132758672548	1.34169070357184	1.28079903441056
680.30976654128	58.0586294225142	58.0992977307043	57.7350511443059	57.3342620201135	57.5749319598859	57.4254218993416	57.377877307158	57.6106886366521	57.9835796943566	57.8768990598289	57.7460531986955	46.8237637034249	56.197121112846	37.2208502109116	59.4480317197145	60.2517710859258	60.9891051952856	60.7938187298703	60.6680809654178	60.6720102705569	60.7559009352776	60.7352720832971	60.2299634424036	60.0262289709391	60.1645405118369	60.2032441674574	60.0075647715282	60.0093329588408	60.0222996657999	58.2389845284007	57.3814136817832	57.1346533190451	57.4539093616003	57.1470306302334	57.2081313251471	56.7741395725289	56.3533109921269	56.1124445870976	57.0326878506844	57.0706056452771	57.1067552525572	56.6024289379485	56.4609739529394	56.814807880719	46.9671833410035	46.2801443374247	46.4897727665979	46.8259248212514	46.5709129177211	44.9044946082114	45.6239503791881	45.8194333098604	46.8514653046558	53.1265656118642	53.0970958233207	52.9479786932902	52.9340296600463	53.8609527423697	52.9691969410416	53.0741093882567	52.9805919259451	51.7216425593643	52.9803954606882	52.8591763971457	52.4941439497194	52.2114304449582	2.74425300367773	2.89425422736444	2.8524316857897	2.69661017886564	2.80265230130821	2.83590404604819	2.85901327189777	2.16789761423708	2.19638507649585	2.24854660221795	2.25964688923602	2.34368490289941	2.33081642856872	2.35414667783237	2.3573146801008	2.35360639837574	2.35510444596003	2.32339986511859	2.27371871326557	2.30908245951784	2.33332136059492	2.36583636062131	2.35706909852961	2.30630738776333	2.30318850180913	2.31676916269629	2.26605656824425	2.21522118300661	2.608618301906	2.3454285320549	2.50208501632103	2.5979846198732	2.64555377021392	2.56190868706446	2.65992029212891	2.72342768644028	2.42038002758402	2.24596799572039	2.50252706314919	2.43008049964627	2.96886190869388	2.80208746369446	2.63678650812222	2.40264903814364	2.57025846048513	2.35586574883074	2.32919559019882	2.68228219039412	2.8729640013495	1.63480396287434	1.53298626750829	1.62808159141479	1.6190499050821	1.57059052154579	1.63966033844475	1.80540334084515	1.77940853153402	1.73520998825796	1.62108823212303	1.55141060083535	1.56130753815456	1.54050677907424	1.70582001372504	1.31824667188459	1.31828350912027	1.25883128050328
683.65224723	54.8134987631233	54.869054441478	54.6647529146255	54.1940230808251	54.3913552573463	54.257742855282	54.1522069788378	54.4096746925027	54.766107180871	54.6723196378423	54.5397028572538	44.1470076433321	53.0701655588414	35.1412631962047	56.1213471338514	56.8678641164731	57.5793352231435	57.3885741483632	57.2611345994493	57.2794540346057	57.3573116340202	57.3256508710869	56.8457613197084	56.6715275614278	56.7687002174745	56.779253805119	56.6669477026387	56.6508186347293	56.592276091947	54.9066889332666	54.1450385042113	53.894938389468	55.2077648675755	53.9074832200642	53.9156473161665	53.5223768331903	53.1030210675457	52.9305794279217	53.8489406772819	53.8049342080476	53.9060893499979	53.4128584708424	53.2193096559296	53.6066064100505	44.3067053280648	43.6641312275259	43.8730126131674	44.1993773329639	43.9194085739438	42.8540935947424	43.0420669293903	43.254532552345	44.1786684062654	50.137263815167	50.0249577126867	49.9956864412956	49.9062796327607	50.0070365261207	49.9562598308504	50.0088286447773	49.9391351414651	49.6989912414806	49.8780039828455	49.7479758180943	49.4604403358575	49.2563379333003	2.7142826227078	2.84525662786102	2.80869242915899	2.66823512944792	2.76406369650225	2.7959733648045	2.8158111227116	2.15432021413082	2.1769208216335	2.22889226267492	2.24596717098642	2.32307805429404	2.30286693833349	2.33188930435566	2.3386844209286	2.33447792019297	2.34450880656255	2.30923891577918	2.26336565627758	2.30144817773034	2.31660651470076	2.386300018013	2.37203774037089	2.32551732690996	2.31832396174667	2.32895222100178	2.28248158861465	2.23454241455059	2.587564899364	2.33156572737599	2.47734960198307	2.57365108923845	2.61424755491783	2.53663886087227	2.63463290463666	2.68376682447179	2.39677893404673	2.24016767588936	2.48675822493022	2.41736340806074	2.90788121869445	2.74332987926686	2.51889190806454	2.35371830521453	2.52852454584377	2.32691119697621	2.30167219256242	2.65231144219378	2.81197179112106	1.54112010903657	1.44883067362877	1.53418032464937	1.52145658488776	1.47648560734869	1.54088987157027	1.69700331898969	1.67480096007736	1.63101228304091	1.52318647720211	1.46399055782628	1.47458148127605	1.44991495921089	1.60805698538744	1.24356152715443	1.24315083329563	1.1869262217619
686.99423308352	50.8432851757138	50.9502700204042	50.7399269359281	50.3252851084838	50.4379113385817	50.3462388257114	50.2866013228331	50.4455675044917	50.762693955608	50.6605445841239	50.5916390909335	40.8050442773878	49.1228641045056	32.5762945602101	51.9598765302794	52.6789516916732	53.3190474573634	53.1622975342577	53.0333515820884	53.0047416989509	53.0798930116995	53.0406047918979	52.6892270722367	52.4476548899696	52.5496027834034	52.6255600083531	52.4792869438612	52.4194479629326	52.3747198357739	50.839658570809	50.0943912628808	49.9247467445581	50.4080925871425	49.9156802322962	49.8695417587856	49.2576529201325	49.1270951435611	48.9780013863654	49.8491924757089	49.7865328020767	49.8671240221825	49.7125903576296	49.2302519052965	49.5641010345847	41.0137755374617	40.4325113624488	40.1034977063669	40.9450715223216	40.6690465934592	39.7760958746872	39.8321067726607	40.0289508277691	40.8443324971893	46.4200360602079	46.3426684889063	46.2949181909937	46.1681884973773	46.2157373172397	46.1933732536604	45.2782599493592	46.2195654001948	46.0454883647663	46.1395786142398	45.9681207934647	46.8123138240728	44.6039129151241	2.69023687631846	2.8322789017549	2.80797561194175	2.67900447501622	2.7655392976048	2.79465287586801	2.81427180101252	2.19029427934349	2.21089540998304	2.25849459935801	2.27713131900748	2.35288706590691	2.3292637645134	2.34956267807755	2.3582514189952	2.36578166112384	2.37910439719757	2.34885750490162	2.2426030181434	2.33100151269693	2.34996563417808	2.48304188637775	2.46906434664065	2.42018073469524	2.41562229380801	2.4236562310623	2.37663629108183	2.33039707854614	2.6277534959802	2.36963492883514	2.50127564992668	2.58874230849774	2.61939215689422	2.54947927345245	2.635031890546	2.68565325067494	2.42337919874319	2.28032978305542	2.51396876709334	2.45055355077261	2.88340395700951	2.72280076619245	2.50522965666312	2.35578331287946	2.51633613418395	2.3300193072019	2.30674859239635	2.62304604802067	2.76600731706145	1.41850427905826	1.33777192006473	1.41523393420235	1.39520837949643	1.35593904826207	1.41362473252841	1.55923040097891	1.53778558100389	1.49710590341768	1.39763870847774	1.3505495104175	1.36262560105522	1.3321142688183	1.48147246595497	1.14565945104304	1.14552723107255	1.0934545993628
